"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2023";"Emenda Individual";"CARLOS PORTINHO";"0008";"Nacional";"Múltiplo";"Múltiplo";"635.619,00";"81.910,00";"72.649,69";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"REGINALDO LOPES";"0012";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"639.272,00";"76.850,00";"69.950,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0008";"Nacional";"Saúde";"Difusão do conhecimento científico e tecnológico";"639.992,71";"100.000,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROGERIO CORREIA";"0010";"MINAS GERAIS (UF)";"Organização agrária";"Promoção da produção agropecuária";"640.433,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LOURIVAL GOMES";"0004";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"642.564,00";"642.564,00";"642.564,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DELEGADO WALDIR";"0012";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"642.936,00";"642.936,00";"642.936,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CAMILO CAPIBERIBE";"0011";"PORTO GRANDE - AP";"Saúde";"Atenção básica";"644.960,00";"644.960,00";"644.960,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GUSTAVO FRUET";"0004";"PARANÁ (UF)";"Cultura";"Difusão cultural";"646.064,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TABATA AMARAL";"0005";"MÚLTIPLO";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"647.199,63";"15.901,00";"15.901,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GUSTAVO FRUET";"0019";"Nacional";"Saúde";"Desenvolvimento científico";"647.220,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALESSANDRO MOLON";"0023";"RIO DE JANEIRO (UF)";"Educação";"Educação especial";"647.328,00";"183.440,00";"6.429,15";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FABIO RAMALHO";"0025";"MÚLTIPLO";"Múltiplo";"Múltiplo";"648.317,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GILBERTO ABRAMO";"0004";"Nacional";"Defesa nacional";"Defesa terrestre";"649.032,13";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARIO HERINGER";"0006";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"649.448,02";"201.422,00";"201.422,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ CARLOS";"0006";"AMAPÁ (UF)";"Saúde";"Atenção básica";"649.680,00";"249.680,00";"249.680,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JEAN PAUL PRATES";"0003";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"650.000,00";"650.000,00";"650.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0009";"FLORIANÓPOLIS - SC";"Defesa nacional";"Atenção básica";"650.148,99";"582.247,08";"284.747,08";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TADEU ALENCAR";"0002";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"650.262,00";"258.822,00";"258.822,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EFRAIM FILHO";"0011";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"650.362,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANGELA GOMES";"0018";"TANGUÁ - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"650.498,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TULIO GADELHA";"0015";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"650.717,00";"650.717,00";"650.717,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ELMAR NASCIMENTO";"0004";"MÚLTIPLO";"Agricultura";"Promoção da produção agropecuária";"650.857,27";"400.000,00";"400.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LIZIANE BAYER";"0007";"RIO GRANDE DO SUL (UF)";"Defesa nacional";"Defesa terrestre";"651.432,10";"841,54";"841,54";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0014";"Nacional";"Relações exteriores";"Administração geral";"651.600,00";"222.400,00";"217.145,80";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0002";"Nacional";"Defesa nacional";"Defesa naval";"651.626,58";"26.849,50";"22.600,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EDUARDO CURY";"0008";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"651.638,00";"651.638,00";"651.638,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TALIRIA PETRONE";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Desenvolvimento científico";"651.639,02";"28.475,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAJOR VITOR HUGO";"0025";"ANÁPOLIS - GO";"Defesa nacional";"Atenção básica";"651.677,92";"660.260,12";"634.317,92";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANIEL ALMEIDA";"0002";"BAHIA (UF)";"Educação";"Ensino superior";"651.679,54";"220.277,20";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OTONI DE PAULA";"0013";"RIO DE JANEIRO (UF)";"Múltiplo";"Múltiplo";"651.680,00";"251.680,00";"251.680,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARMEN ZANOTTO";"0003";"SANTA CATARINA (UF)";"Assistência social";"Assistência comunitária";"651.682,00";"651.682,00";"651.682,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VILSON DA FETAEMG";"0003";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"651.682,00";"451.682,00";"451.682,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TALIRIA PETRONE";"0015";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"651.682,00";"621.630,59";"283.668,75";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GLAUBER BRAGA";"0005";"CACHOEIRAS DE MACACU - RJ";"Saúde";"Atenção básica";"651.682,00";"651.682,00";"651.682,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAURO NAZIF";"0007";"PORTO VELHO - RO";"Assistência social";"Assistência comunitária";"651.682,00";"651.682,00";"651.682,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FLAVIA ARRUDA";"0009";"Nacional";"Agricultura";"Desenvolvimento tecnológico e engenharia";"651.682,00";"112.045,70";"74.315,58";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARMEN ZANOTTO";"0008";"SANTA CATARINA (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"651.682,40";"300.000,00";"300.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0025";"Nacional";"Defesa nacional";"Ensino profissional";"651.682,98";"423.282,33";"423.282,33";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TULIO GADELHA";"0003";"PERNAMBUCO (UF)";"Agricultura";"Promoção da produção agropecuária";"651.682,99";"105.000,00";"105.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"POMPEO DE MATTOS";"0006";"RIO GRANDE DO SUL (UF)";"Assistência social";"Assistência comunitária";"651.683,00";"551.683,00";"551.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLES FERNANDES";"0021";"FEIRA DA MATA - BA";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO MALDANER";"0009";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO MALDANER";"0019";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO MALDANER";"0021";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MILTON COELHO";"0004";"FLORES - PE";"Assistência social";"Assistência comunitária";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANIEL ALMEIDA";"0005";"BAHIA (UF)";"Educação";"Ensino superior";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WOLNEY QUEIROZ";"0005";"PERNAMBUCO (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAURO LOPES";"0015";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GILBERTO NASCIMENTO";"0008";"Nacional";"Defesa nacional";"Formação de recursos humanos";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EFRAIM FILHO";"0008";"CAMPINA GRANDE - PB";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAJOR VITOR HUGO";"0023";"MÚLTIPLO";"Múltiplo";"Múltiplo";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLES FERNANDES";"0012";"PIRIPÁ - BA";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0012";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLES FERNANDES";"0009";"BOTUPORÃ - BA";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLES FERNANDES";"0004";"MÚLTIPLO";"Saúde";"Múltiplo";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AFONSO MOTTA";"0006";"RIO GRANDE DO SUL (UF)";"Assistência social";"Assistência comunitária";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FABIO REIS";"0014";"SERGIPE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO CUNHA LIMA";"0018";"GUARABIRA - PB";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NERI GELLER";"0014";"MATO GROSSO (UF)";"Saúde";"Atenção básica";"651.683,00";"251.683,00";"251.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARMEN ZANOTTO";"0002";"SANTA CATARINA (UF)";"Desporto e lazer";"Desporto comunitário";"651.683,00";"497.575,71";"497.575,71";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO MALDANER";"0003";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NIVALDO ALBUQUERQUE";"0002";"JACUÍPE - AL";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLES FERNANDES";"0007";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"400.000,00";"400.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEO MOTTA";"0006";"RECREIO - MG";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0010";"CORUPÁ - SC";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TULIO GADELHA";"0004";"PERNAMBUCO (UF)";"Educação";"Ensino profissional";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JEFFERSON CAMPOS";"0007";"BIRIGUI - SP";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0002";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"651.683,00";"196.291,66";"33.502,35";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE NUNES";"0020";"QUIJINGUE - BA";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JEFFERSON CAMPOS";"0018";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEO MOTTA";"0013";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OSMAR SERRAGLIO";"0003";"MOREIRA SALES - PR";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALCEU MOREIRA";"0007";"RIO GRANDE DO SUL (UF)";"Educação";"Educação básica";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAJOR VITOR HUGO";"0015";"PARAÚNA - GO";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLES FERNANDES";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO CUNHA LIMA";"0022";"BAYEUX - PB";"Assistência social";"Assistência comunitária";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DELEGADO ANTONIO FURTADO";"0015";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANILO FORTE";"0006";"CEARÁ (UF)";"Assistência social";"Assistência comunitária";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ELI CORREA FILHO";"0006";"CAPELA DO ALTO - SP";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SERGIO SOUZA";"0001";"Nacional";"Agricultura";"Desenvolvimento tecnológico e engenharia";"651.683,00";"461.985,68";"486.981,42";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO MALDANER";"0008";"PASSOS MAIA - SC";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TIRIRICA";"0012";"SÃO PAULO (UF)";"Agricultura";"Difusão do conhecimento científico e tecnológico";"651.683,00";"303.406,55";"266.912,15";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE NUNES";"0004";"SANTA BÁRBARA - BA";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO DELGADO";"0003";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TEREZA NELMA";"0007";"ALAGOAS (UF)";"Assistência social";"Alimentação e nutrição";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHICO D'ANGELO";"0010";"MARICÁ - RJ";"Segurança pública";"Direitos individuais, coletivos e difusos";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCELO FREIXO";"0016";"MÚLTIPLO";"Múltiplo";"Múltiplo";"651.683,00";"377.524,50";"251.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BENEDITA DA SILVA";"0018";"MÚLTIPLO";"Múltiplo";"Múltiplo";"651.683,00";"251.683,00";"251.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANGELA GOMES";"0001";"Nacional";"Defesa nacional";"Defesa naval";"651.683,00";"411.306,91";"290.909,16";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAURO NAZIF";"0006";"RONDÔNIA (UF)";"Assistência social";"Assistência comunitária";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO CUNHA LIMA";"0007";"JOÃO PESSOA - PB";"Assistência social";"Assistência comunitária";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHICO D'ANGELO";"0016";"BELFORD ROXO - RJ";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JEFFERSON CAMPOS";"0008";"TARABAI - SP";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DELEGADO PABLO";"0008";"Nacional";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NEREU CRISPIM";"0004";"IBIRAPUITÃ - RS";"Encargos especiais";"Outras transferências";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLES FERNANDES";"0020";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"400.000,00";"400.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EFRAIM FILHO";"0010";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0013";"Nacional";"Relações exteriores";"Administração geral";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO EDUARDO MARTINS";"0006";"MARECHAL CÂNDIDO RONDON - PR";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO MALDANER";"0011";"MÚLTIPLO";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULINHO DA FORCA";"0001";"MIRANTE DO PARANAPANEMA - SP";"Saúde";"Atenção básica";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANIEL SILVEIRA";"0009";"RIO DE JANEIRO (UF)";"Assistência social";"Assistência comunitária";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARIA ROSAS";"0004";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"651.683,00";"400.000,00";"400.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROBERTO DE LUCENA";"0008";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"651.683,00";"651.683,00";"651.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GUSTAVO FRUET";"0008";"PARANÁ (UF)";"Comércio e serviços";"Turismo";"651.683,00";"3.500,00";"3.500,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARIA DO ROSARIO";"0015";"Nacional";"Organização agrária";"Promoção da produção agropecuária";"651.683,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GIACOBO";"0007";"PARANÁ (UF)";"Assistência social";"Assistência comunitária";"651.683,00";"403.500,00";"403.500,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RAFAEL MOTTA";"0005";"RIO GRANDE DO NORTE (UF)";"Desporto e lazer";"Desporto comunitário";"651.683,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CAPITAO WAGNER";"0009";"RUSSAS - CE";"Saúde";"Atenção básica";"652.539,00";"652.539,00";"652.539,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ERIKA KOKAY";"0016";"DISTRITO FEDERAL (UF)";"Segurança pública";"Assistência comunitária";"653.145,00";"653.145,00";"653.145,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ESPERIDIAO AMIN";"0007";"MÚLTIPLO";"Cultura";"Patrimônio histórico, artístico e arqueológico";"653.303,98";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NEUCIMAR FRAGA";"0009";"ESPÍRITO SANTO (UF)";"Saúde";"Atenção básica";"655.673,00";"655.673,00";"655.673,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FRED COSTA";"0005";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"656.283,00";"414.967,00";"414.967,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO VENTURA";"0009";"MÚLTIPLO";"Saúde";"Múltiplo";"656.903,00";"656.903,00";"656.903,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCELO ARO";"0001";"MINAS GERAIS (UF)";"Desporto e lazer";"Desporto de rendimento";"657.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GONZAGA PATRIOTA";"0009";"PERNAMBUCO (UF)";"Agricultura";"Promoção da produção agropecuária";"657.092,67";"11.741,93";"11.741,93";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DR. LUIZ OVANDO";"0012";"MATO GROSSO DO SUL (UF)";"Assistência social";"Assistência comunitária";"657.302,00";"407.302,00";"407.302,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PROFESSOR JOZIEL";"0007";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"659.661,00";"659.661,00";"659.661,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCIO MACEDO";"0012";"SERGIPE (UF)";"Organização agrária";"Extensão rural";"664.603,00";"664.603,00";"664.603,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"IVAN VALENTE";"0009";"MÚLTIPLO";"Saúde";"Atenção básica";"667.889,00";"409.914,00";"409.914,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NIVALDO ALBUQUERQUE";"0001";"PINDOBA - AL";"Saúde";"Atenção básica";"668.607,00";"668.607,00";"668.607,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALESSANDRO VIEIRA";"0006";"SERGIPE (UF)";"Agricultura";"Promoção da produção agropecuária";"670.000,00";"670.000,00";"670.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HELIO LOPES";"0015";"RIO DE JANEIRO (UF)";"Múltiplo";"Múltiplo";"674.209,00";"629.209,00";"629.209,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0006";"MINAS GERAIS (UF)";"Múltiplo";"Múltiplo";"676.645,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS ZARATTINI";"0007";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"677.524,00";"677.524,00";"677.524,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VICENTINHO";"0001";"Nacional";"Cultura";"Difusão cultural";"677.525,00";"577.525,00";"477.525,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JORGE BRAZ";"0009";"RIO DE JANEIRO - RJ";"Defesa nacional";"Atenção básica";"678.561,38";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALESSANDRO VIEIRA";"0009";"SERGIPE (UF)";"Cultura";"Difusão cultural";"680.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS SAMPAIO";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"681.704,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JERONIMO GOERGEN";"0025";"TAVARES - RS";"Saúde";"Atenção básica";"686.762,00";"686.762,00";"686.762,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VITOR LIPPI";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"690.195,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HERMES PARCIANELLO";"0001";"PARANÁ (UF)";"Saúde";"Atenção básica";"694.261,00";"694.261,00";"694.261,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE MARIO SCHREINER";"0008";"GOIÁS (UF)";"Saúde";"Atenção básica";"695.404,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCELO FREIXO";"0019";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"697.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DA VITORIA";"0009";"ESPÍRITO SANTO (UF)";"Comércio e serviços";"Turismo";"699.300,00";"699.300,00";"699.300,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SOSTENES CAVALCANTE";"0010";"BOM JESUS DO ITABAPOANA - RJ";"Organização agrária";"Extensão rural";"699.611,96";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL CHRISOSTOMO";"0002";"RONDÔNIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"699.939,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALAN RICK";"0007";"ACRE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"699.968,00";"699.968,00";"699.968,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TIAGO DIMAS";"0012";"ANANÁS - TO";"Saúde";"Atenção básica";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ORIOVISTO GUIMARAES";"0007";"PARANÁ (UF)";"Trabalho";"Fomento ao trabalho";"700.000,00";"159.588,00";"159.588,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DARCI DE MATOS";"0020";"BOMBINHAS - SC";"Saúde";"Assistência hospitalar e ambulatorial";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEANDRE";"0008";"PARANÁ (UF)";"Desporto e lazer";"Desporto de rendimento";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
